title;description;author;duration;rating;price;image_name;category;subcategory
Vue.js - tworzenie aplikacji webowych.;Praktyczny kurs od podstaw.;Mateusz Kruszyk;7;3,4;52.99;1721992_e326.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
CCENT po polsku - kurs sieci komputerowych - egzamin 100-105;Niezastapiona pomoc w przygotowaniu do egzaminu ICND1 oraz pracy jako administrator sieci Cisco;Marious Kuriata;10;4,8;52.99;1932764_ee47_3.jpg;IT i oprogramowanie;Certyfikacja IT
GIS od podstaw w QGIS 3;Kurs QGIS od podstaw dla kazdego;Krzysztof Raczynski;12,5;4,9;52.99;2137896_8d3a_3.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Zabbix od podstaw - Monitoring IT;Poznaj od podstaw jeden z najpopularniejszych systemów monitoringu infrastruktury informatycznej - Zabbix.;Daniel Sternik;4;4,5;52.99;2635468_6d97_4.jpg;IT i oprogramowanie;Sieć i bezpieczeństwo
Excel 2016. Praktyczne porady i zastosowania.;Poznaj Excela w praktyce.;Marcin Wiśniowski;4,5;4,3;52.99;1585196_0504_4.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Excel w biurze od A do Z (2019) ✅;Zostań specjalistą od MS Excel w Twojej firmie. Wyróżnij się na rynku pracy i wzbogać swoje CV.;Maciej Grabowski;13,5;4,6;52.99;1863442_a95b.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Ochrona przed wyciekiem poufnych danych - wprowdzanie do DLP;Podstawy działania systemów DLP z praktycznymi przykładami. Podstawy tworzenia wyrażeń regularnych RegEx;Marious Kuriata;1,5;4,4;52.99;1239490_6eec.jpg;IT i oprogramowanie;Sieć i bezpieczeństwo
Kurs administrowania siecią komputerową - poziom CCNA;Kurs przygotowujący do administrowania siecią komputerową średnich i małych firm;Mariusz Wikaliński;22,5;4,6;59.99;2865560_ace0_3.jpg;IT i oprogramowanie;Sieć i bezpieczeństwo
Administrowanie Windows Server 2012 70-411;Administrowanie systemem;Wojciech Kowalski;6,5;4,6;52.99;1683582_e555.jpg;IT i oprogramowanie;Systemy operacyjne
Migracja firmy do Microsoft Azure – Kurs Praktyczny;Praktyczna implementacja Azure Site Recovery, Implementacja Virtual Network Gateway, Debug z użyciem Console Access;Mariusz Ferdyn;3,5;4,2;69.99;2003496_e042_2.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Wstęp do programowania - JavaScript i HTML;Praktyczny kurs programowania.;Mateusz Kruszyk;7,5;4,1;52.99;1687372_f74c.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Zostań administratorem sieci MikroTik!;Przygotowanie do egzaminu MTCNA;Videopoint Grupa Helion;4;4,2;52.99;2619360_70ff.jpg;IT i oprogramowanie;Sieć i bezpieczeństwo
User Story Mapping - mapowanie historii użytkownika;Podróż do zwinnego budowania produktów, które użytkownicy pokochają;Artur Guła;33;3,9;52.99;2936200_a795_4.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Selenium webdriver w Java;automatyzacja testów w javie;Maciek Rokosz;5,5;4,1;52.99;2341726_66bf_2.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Excel - Tabele przestawne w analizach logistycznych;Odkryj ukryty potencjał tego narzędzia;Maciej Grabowski;2,5;4,3;52.99;1891356_aa35_2.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Administrator Linux: Instalacja i konfiguracja;Developerzy tworzą, a Sysadmini sprawiają, że działa;Rafał Mobilo;6;5,0;52.99;3299110_9a4f.jpg;IT i oprogramowanie;Systemy operacyjne
React Native i Redux - naucz się frameworka Javascript: 2020;Krok po kroku naucz się React Native i Redux - kurs frameworka Javascript z Firebase dla aplikacji na iOS i Androida;Jacek Pająk;6;3,3;52.99;2926696_60e6_2.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Wszystko co chcesz wiedzieć o tabelach przestawnych;Wiesz, że skracają czas pracy i są doskonałym narzędziem analitycznym? Sprawdź to!;Norbert Waszak;6;4,8;52.99;2927200_99d5.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Wordpress krok po kroku.;Stwórz stronę internetową z Wordpress bez kodowania najtaniej jak to tylko możliwe.;Paweł Zarębski;5,5;4,1;52.99;2480692_896b_4.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Linux - poznaj podstawy i wykorzystaj potencjał tego systemu;Poznaj podstawy obsługi systemu operacyjnego Linux i dowiedz się, co sprawia, że jest tak popularny!;eduweb.pl - Kursy Wideo;6,5;4,7;52.99;1941846_8d18.jpg;IT i oprogramowanie;Systemy operacyjne
⭐⭐ Totalny Kurs Wordpress ✅ Aktualizacja 08/2019;Kurs poświęcony tworzeniu stron w systemie WordPress;Mateusz Grabowski;4,5;3,7;54.99;2411634_8e58.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Kurs Protractor (wersja 5). Od 0 do testera automatyzującego;Naucz się pisać testy automatyczne E2E, nawet jeśli jeszcze nie masz doświadczenia w programowaniu.;ElCodigo PL;4;4,7;52.99;2835526_d401.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
API Platform Symfony 5;Naucz się obsługi API Platform w połączeniu z Symfony 5;Adam Michna;5;4,1;52.99;2739624_ad9d_2.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Bezpieczeństwo aplikacji webowych - zabezpiecz dane i strony;Zadbaj o bezpieczeństwo swoich aplikacji i stron WWW, zabezpiecz je przed atakami i chroń dane swoje oraz klientów;eduweb.pl - Kursy Wideo;8,5;4,0;52.99;1906636_33fa.jpg;IT i oprogramowanie;Sieć i bezpieczeństwo
Git i GitHub - praktycznie w jeden wieczór;Dla programistów i przyszłych programistów Java;Przemysław Bykowski;3;4,6;52.99;3255312_60bb_2.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Planowanie i estymacje w projektach zwinnych;O skutecznym realizowaniu projektów IT;Artur Guła;1,5;4,3;52.99;3057460_48d2.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
MS Excel Nie daj się zaskoczyć na rozmowie o pracę;Kurs przygotowujący do rozmowy o pracę z programu MS Excel;Radosław Potoczak;1,5;5,0;52.99;3316910_eeee_3.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Programowanie w języku Oracle PL/SQL - Andrzej Klusiewicz;kurs programowania w PL/SQL;Andrzej Klusiewicz;2;4,5;52.99;3318310_9351.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Specjalista IT Service Desk - kurs dla poczatkujacych;Wprowadzenie w tajniki pracy na Service Desk. Poznaj najwazniejsze narzedzia, systemy i procedury. Kurs oparty na Jira.;Marious Kuriata;5;4,8;52.99;3533384_bb88.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Microsoft Excel 2013;od podstaw do tworzenia własnych makr;Maciek Rokosz;9,5;4,6;52.99;2397054_86e1.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
AutoCAD, BricsCAD, ZWCAD - szybki kurs od podstaw;Podstawy programów rysunkowych w pigułce;Maria Janicka;30;3,9;69.99;2738736_751a.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Spring Boot App In 60 Minutes;Aplikacja Spring Boot z użyciem Rest API w godzinę;Marcin Warycha;1;4,4;52.99;2871090_3280_3.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Azure Stack - od zera do bohatera - kurs praktyczny;Wdrożysz Azure Stack DK, czyli pełną infrastrukturę chmury na Twoich maszynach zupełnie za darmo.;Mariusz Ferdyn;3,5;4,1;52.99;2154860_5088_5.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Excel VBA w biurze od A do Z (2020)✅;Poznaj Visual Basic for Application (VBA) i zautomatyzuj swoją codzienną pracę z Excelem;Maciej Grabowski;6;4,5;52.99;2471624_7cd7.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
C# Od podstaw dla początkujących developerów .NET;Kompletny kurs języka C# z zadaniami praktycznymi, omawijący kluczowe zagadnienia języka C# dla platformy .NET Core;Jakub Kozera;4,5;4,6;52.99;3499724_9d77_2.jpg;IT i oprogramowanie;Certyfikacja IT
AWS S3, IAM, EC2, Lambda i DynamoDb - podstawy AWS 2020;Opanuj w praktyczny sposób podstawowe umiejętności AWS - S3, IAM, EC2, Lambda i DynamoDb, pracując na projektach w Node.;Jacek Pająk;4;4,5;52.99;2795300_4aac.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Przygotowanie do PSM I, PSPO I, CSM - testy Scrum, Agile;Sprawdź swoją wiedzę o Scrum w testach przygotowujących do egzaminów PSM 1, PSPO 1 oraz CSM i zdaj na 100%!;Agile Hunters;160;4,9;52.99;3243692_e02f_2.jpg;IT i oprogramowanie;Certyfikacja IT
Wzorce projektowe w Javie;Wzorce projektowe w Javie, najlepsze praktyki programowania;Programowalny pl;3,5;4,4;52.99;3073848_fc47_2.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
Microsoft Word 2010;wykorzystywanie w codziennej pracy;Maciek Rokosz;7;4,8;52.99;2398074_2306_7.jpg;IT i oprogramowanie;IT i oprogramowanie — inne
